language,sent_index,baseline,ic_metric,length,real_dl,real_ic,delta_used,n_dl_matched,p_ic_given_dl
English,0,projective_like,content,6,10,1.0,0,641,0.49765990639625585
English,1,projective_like,content,6,9,2.0,0,1045,1.0
English,2,projective_like,content,6,11,4.0,0,737,0.8846675712347354
English,3,projective_like,content,6,9,1.0,0,1030,0.6427184466019418
English,4,projective_like,content,6,8,3.0,0,1542,1.0
English,5,projective_like,content,6,9,2.0,0,3155,0.49508716323296353
English,6,projective_like,content,6,10,4.0,0,537,1.0
English,7,projective_like,content,6,9,1.0,0,1843,1.0
English,8,projective_like,content,6,12,4.0,0,779,1.0
English,9,projective_like,content,6,9,1.0,0,1377,0.6899055918663762
English,10,projective_like,content,6,7,2.0,0,1936,1.0
English,11,projective_like,content,6,11,1.0,0,518,0.3764478764478765
English,12,projective_like,content,6,10,2.0,0,646,1.0
English,13,projective_like,content,6,9,4.0,0,1464,1.0
English,14,projective_like,content,6,12,4.0,0,327,1.0
English,15,projective_like,content,6,8,3.0,0,1585,1.0
English,16,projective_like,content,6,8,2.0,0,1025,1.0
English,17,projective_like,content,6,10,5.0,0,625,1.0
English,18,projective_like,content,6,9,1.0,0,1043,1.0
English,19,projective_like,content,6,11,4.0,0,759,1.0
English,20,projective_like,content,6,10,1.0,0,491,1.0
English,21,projective_like,content,6,7,1.0,0,1872,1.0
English,22,projective_like,content,6,11,3.0,0,1566,0.7956577266922095
English,23,projective_like,content,6,10,3.0,0,633,1.0
English,24,projective_like,content,6,7,2.0,0,1847,1.0
English,26,projective_like,content,6,8,1.0,0,1532,1.0
English,27,projective_like,content,6,11,3.0,0,1516,0.8146437994722955
English,28,projective_like,content,6,10,3.0,0,595,0.37142857142857144
English,29,projective_like,content,6,7,1.0,0,1202,0.586522462562396
English,30,projective_like,content,6,8,1.0,0,915,0.23278688524590163
English,31,projective_like,content,6,10,5.0,0,601,1.0
English,32,projective_like,content,6,12,6.0,0,760,0.19210526315789472
English,33,projective_like,content,6,8,3.0,0,1531,1.0
English,34,projective_like,content,6,8,3.0,0,1542,1.0
English,35,projective_like,content,6,5,0.0,0,327,1.0
English,36,projective_like,content,6,15,10.0,0,101,1.0
English,37,projective_like,content,6,9,2.0,0,994,1.0
English,38,projective_like,content,6,6,1.0,0,490,1.0
English,39,projective_like,content,6,7,1.0,0,1873,1.0
English,40,projective_like,content,6,10,3.0,0,619,0.5169628432956381
English,41,projective_like,content,6,8,1.0,0,1034,1.0
English,42,projective_like,content,6,10,4.0,0,596,1.0
English,43,projective_like,content,6,10,1.0,0,583,0.7684391080617495
English,44,projective_like,content,6,9,2.0,0,1034,1.0
English,45,projective_like,content,6,8,0.0,0,1563,1.0
English,46,projective_like,content,6,10,1.0,0,552,1.0
English,47,projective_like,content,6,11,4.0,0,735,0.8952380952380953
English,48,projective_like,content,6,11,4.0,0,736,1.0
English,49,projective_like,content,6,11,1.0,0,530,0.41509433962264153
English,51,projective_like,content,6,11,2.0,0,1121,0.5718108831400536
English,52,projective_like,content,6,13,3.0,0,143,0.6293706293706294
English,53,projective_like,content,6,11,4.0,0,731,1.0
English,54,projective_like,content,6,14,3.0,0,153,0.477124183006536
English,55,projective_like,content,6,8,2.0,0,266,1.0
English,56,projective_like,content,6,8,3.0,0,1538,1.0
English,57,projective_like,content,6,9,2.0,0,1030,1.0
English,58,projective_like,content,6,9,3.0,0,1045,0.6851674641148325
English,59,projective_like,content,6,8,2.0,0,1538,1.0
English,60,projective_like,content,6,8,2.0,0,1540,0.7714285714285715
English,61,projective_like,content,6,13,4.0,0,425,0.611764705882353
English,62,projective_like,content,6,7,1.0,0,1791,0.5036292573981016
English,63,projective_like,content,6,14,7.0,0,160,1.0
English,64,projective_like,content,6,11,4.0,0,731,0.8974008207934336
English,65,projective_like,content,6,11,4.0,0,734,1.0
English,66,projective_like,content,6,8,2.0,0,1586,1.0
English,67,projective_like,content,6,10,2.0,0,614,1.0
English,69,projective_like,content,6,10,2.0,0,514,0.4066147859922179
English,70,projective_like,content,6,7,2.0,0,1844,1.0
English,71,projective_like,content,6,8,1.0,0,1578,1.0
English,73,projective_like,content,6,11,1.0,0,533,0.41088180112570355
English,74,projective_like,content,6,8,3.0,0,1556,1.0
English,75,projective_like,content,6,8,2.0,0,1048,1.0
English,76,projective_like,content,6,9,1.0,0,1907,0.11798636601992658
English,77,projective_like,content,6,9,1.0,0,1823,1.0
English,78,projective_like,content,6,10,5.0,0,666,1.0
English,79,projective_like,content,6,9,3.0,0,995,0.699497487437186
Hindi,0,projective_like,content,6,8,3.0,0,1515,1.0
Hindi,1,projective_like,content,6,8,2.0,0,1047,1.0
Hindi,2,projective_like,content,6,7,1.0,0,1211,1.0
Hindi,3,projective_like,content,6,9,4.0,0,1899,1.0
Hindi,4,projective_like,content,6,8,1.0,0,1529,1.0
Hindi,5,projective_like,content,6,7,1.0,0,760,0.41842105263157897
Hindi,6,projective_like,content,6,7,1.0,0,1235,1.0
Hindi,7,projective_like,content,6,10,0.0,0,840,1.0
Hindi,8,projective_like,content,6,9,4.0,0,1921,1.0
Hindi,9,projective_like,content,6,8,2.0,0,1071,1.0
Hindi,10,projective_like,content,6,8,0.0,0,1575,0.41904761904761906
Hindi,11,projective_like,content,6,9,3.0,0,1409,1.0
Hindi,12,projective_like,content,6,9,4.0,0,1058,1.0
Hindi,13,projective_like,content,6,8,2.0,0,1610,1.0
Hindi,15,projective_like,content,6,6,1.0,0,633,1.0
Hindi,16,projective_like,content,6,9,4.0,0,1870,1.0
Hindi,17,projective_like,content,6,8,1.0,0,1012,0.9594861660079052
Hindi,18,projective_like,content,6,8,3.0,0,1762,1.0
Hindi,19,projective_like,content,6,5,0.0,0,287,1.0
Hindi,20,projective_like,content,6,7,1.0,0,1176,1.0
Hindi,21,projective_like,content,6,6,1.0,0,441,1.0
Hindi,23,projective_like,content,6,7,1.0,0,923,1.0
Hindi,24,projective_like,content,6,9,3.0,0,1400,0.8378571428571429
Hindi,25,projective_like,content,6,10,2.0,0,627,1.0
Hindi,26,projective_like,content,6,10,1.0,0,652,0.6794478527607362
Hindi,27,projective_like,content,6,9,3.0,0,1387,1.0
Hindi,28,projective_like,content,6,6,1.0,0,523,1.0
Hindi,29,projective_like,content,6,8,1.0,0,664,0.4954819277108434
Hindi,30,projective_like,content,6,7,2.0,0,1258,1.0
Hindi,32,projective_like,content,6,8,2.0,0,1005,1.0
Hindi,34,projective_like,content,6,7,2.0,0,1217,1.0
Hindi,35,projective_like,content,6,6,1.0,0,1004,1.0
Hindi,36,projective_like,content,6,8,3.0,0,1492,1.0
Hindi,37,projective_like,content,6,8,2.0,0,1577,1.0
Hindi,38,projective_like,content,6,9,4.0,0,1901,1.0
Hindi,39,projective_like,content,6,9,4.0,0,1902,1.0
Hindi,40,projective_like,content,6,7,1.0,0,1283,1.0
Hindi,41,projective_like,content,6,9,4.0,0,1382,1.0
Hindi,42,projective_like,content,6,8,2.0,0,1587,1.0
Hindi,43,projective_like,content,6,8,2.0,0,1057,0.7048249763481551
Hindi,44,projective_like,content,6,11,2.0,0,1560,0.8051282051282052
Hindi,45,projective_like,content,6,11,3.0,0,1520,1.0
Hindi,46,projective_like,content,6,5,0.0,0,332,1.0
